part,arm,policy,split_fit,alpha,band_mode,campus,regime,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,oracle,rule_sup,m0_sup,m0_sup_revfrac,m0_sup_orr,rule_sup_revfrac,rule_sup_orr
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0028,2253,2083.722400,1494.694800,1316.495200,2077.048000,1494.694800,0.0202,0.0000,0.0203,0.0625
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,302,c09_storm2_w80_u100_0029,2253,4540.255600,2053.845200,1226.778800,4256.701200,1809.804000,0.0194,0.0571,0.0200,0.3056
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0020,2253,2113.920800,1667.996400,1660.290800,2117.180800,1661.571600,0.0203,0.0294,0.0203,0.1176
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0021,2253,2468.501600,2184.843200,2178.691200,2465.289600,2184.843200,0.0196,0.0000,0.0202,0.1333
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0022,2253,1216.011200,1051.736000,991.862400,1164.754800,1051.736000,0.0199,0.0000,0.0201,0.0667
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0023,2253,5676.362400,2765.636800,2621.206400,5464.546800,2726.594800,0.0204,0.1143,0.0200,0.2059
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0024,2253,4396.206800,2190.254000,1996.894800,4168.282000,2125.810000,0.0203,0.1562,0.0202,0.4062
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0025,2253,6411.756400,2988.532000,2533.840800,6166.016000,2938.442000,0.0202,0.1111,0.0203,0.2778
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0026,2253,5006.202000,2167.342000,1938.243600,4930.054400,2168.035600,0.0200,0.1471,0.0200,0.1176
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0027,2253,2535.368000,1663.950400,1685.882800,2531.320400,1665.518400,0.0203,0.1250,0.0203,0.0938
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0028,2253,2083.722400,1356.224000,1316.495200,2052.465200,1356.224000,0.0202,0.0000,0.0203,0.0938
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0029,2253,4540.255600,1532.902000,1226.778800,4267.046000,1462.636400,0.0199,0.1111,0.0205,0.3243
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0020,2253,2113.920800,1709.908400,1660.290800,2090.526800,1709.908400,0.0197,0.0000,0.0203,0.2059
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0021,2253,2468.501600,2146.845600,2178.691200,2435.506000,2146.845600,0.0196,0.0000,0.0189,0.1786
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0022,2253,1216.011200,1122.810000,991.862400,1217.056400,1103.020800,0.0198,0.1000,0.0188,0.1071
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0023,2253,5676.362400,2941.904400,2621.206400,5472.254400,2919.946800,0.0187,0.0625,0.0200,0.4412
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0024,2253,4396.206800,2386.848000,1996.894800,4083.015600,2381.131600,0.0188,0.1000,0.0202,0.3750
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0025,2253,6411.756400,2853.367200,2533.840800,6244.338000,2856.174800,0.0191,0.0294,0.0203,0.2778
