cell,decider,true_class,scope,n_orders,n_seeds,attain_pct_mean,attain_pct_sd,twt_per_inst_mean,twt_per_inst_sd
c9_storm2_u100_b0.75_r0.25,rule,2,pm,3075,3,86.92682926829268,0.0,1590.46472,0.0
c9_storm2_u100_b0.75_r0.25,rule,3,cm,744,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,3,pm,4430,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,4,cm,270,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,4,pm,10799,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule,0,cm,4335,3,93.33333333333333,0.0,1639.7304799999995,2.2737367544323206e-13
c9_storm2_u100_b0.75_r0.25,rule,0,pm,18304,3,97.80375874125873,1.4210854715202004e-14,1590.46472,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,1,cm,1907,3,86.15626638699528,0.0,1560.77496,2.2737367544323206e-13
c9_storm2_u100_b0.75_r0.25,rule_sup,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,2,cm,1414,3,98.37340876944837,0.0,74.00204000000004,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,2,pm,3075,3,90.95934959349593,0.0,791.2686400000002,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,3,cm,744,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,3,pm,4430,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,4,cm,270,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,4,pm,10799,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,0,cm,4335,3,93.37946943483276,0.0,1634.777,0.0
c9_storm2_u100_b0.75_r0.25,rule_sup,0,pm,18304,3,98.4812062937063,0.0,791.2686400000002,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,1,cm,1907,3,86.08634854046495,0.13080431346875757,1551.9990133333333,4.998132261430948
c9_storm2_u100_b0.75_r0.25,m0_alone,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,2,cm,1414,3,98.37340876944837,0.0,74.22361333333335,0.5739337516550862
c9_storm2_u100_b0.75_r0.25,m0_alone,2,pm,3075,3,95.20867208672087,0.5443850202488806,470.64668000000006,42.17063736605364
c9_storm2_u100_b0.75_r0.25,m0_alone,3,cm,744,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,3,pm,4430,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,4,cm,270,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,4,pm,10799,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_alone,0,cm,4335,3,93.34871203383314,0.05754182832409083,1626.2226266666667,5.497162840819862
c9_storm2_u100_b0.75_r0.25,m0_alone,0,pm,18304,3,99.19507575757575,0.0914545420271708,470.64668000000006,42.17063736605364
c9_storm2_u100_b0.75_r0.25,m0_sup,1,cm,1907,3,86.19122531026045,0.13080431346876265,1551.0554933333333,6.106285283112437
c9_storm2_u100_b0.75_r0.25,m0_sup,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,2,cm,1414,3,98.37340876944837,0.0,74.26454666666667,0.42650701638100996
c9_storm2_u100_b0.75_r0.25,m0_sup,2,pm,3075,3,97.420054200542,0.4064679297398943,213.9203733333334,34.41256892961188
c9_storm2_u100_b0.75_r0.25,m0_sup,3,cm,744,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,3,pm,4430,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,4,cm,270,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,4,pm,10799,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m0_sup,0,cm,4335,3,93.39484813533257,0.05754182832408956,1625.3200399999998,6.402716115233139
c9_storm2_u100_b0.75_r0.25,m0_sup,0,pm,18304,3,99.56657925407926,0.06828501332769882,213.9203733333334,34.41256892961188
c9_storm2_u100_b0.75_r0.25,m1_alone,1,cm,1907,3,85.94651284740429,0.0856315239567607,1582.9718400000002,11.81529824916823
c9_storm2_u100_b0.75_r0.25,m1_alone,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,2,cm,1414,3,98.37340876944837,0.0,75.73909333333333,0.43573876251208093
c9_storm2_u100_b0.75_r0.25,m1_alone,2,pm,3075,3,96.23848238482385,0.03066045663682068,386.2226133333334,5.26343340621777
c9_storm2_u100_b0.75_r0.25,m1_alone,3,cm,744,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,3,pm,4430,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,4,cm,270,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,4,pm,10799,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,m1_alone,0,cm,4335,3,93.2871972318339,0.037669969131611816,1658.7109333333335,12.013386095289217
c9_storm2_u100_b0.75_r0.25,m1_alone,0,pm,18304,3,99.36807983682984,0.00515083611004182,386.2226133333334,5.26343340621777
