source,campus,crew_m,beta,inst_id,pooled_u,worst_u,incomplete,rec_atc,or_atc,pred_atc,rec_port,true_port,pred_port,rec_ga,true_ga,pred_ga,rulesup,rev_frac,or_rate
replay,9,0.35,0.25,c09_replay_400_0015,1.4122183333333334,3.01875,93,2040.7856,1787.0516,2023.3184,2040.7856,1787.0516,2023.3184,2254.352,1505.1184,2167.7847999999994,1803.0516,0.2469879518072289,0.10975609756097561
replay,9,0.35,0.5,c09_replay_400_0015,1.4122183333333334,3.01875,93,2541.5191999999997,2153.7856,2468.7848,2358.7188,2153.7856,2379.1852,2785.0519999999997,1776.5848,2259.7183999999997,2420.0524,0.25,0.10843373493975904
replay,9,0.35,1.0,c09_replay_400_0015,1.4122183333333334,3.01875,93,3287.5856,2584.1848,2584.1848,2725.3188,2584.1848,2584.1848,3627.052,2210.1184000000003,2210.1184000000003,2872.852,0.25,0.08433734939759036
replay,9,0.35,0.0,c09_replay_400_0016,0.7687251984126984,1.4319196428571428,90,418.1336,380.4000000000001,418.1336,385.9999999999999,380.2671999999999,385.9999999999999,446.80000000000007,327.99999999999994,446.80000000000007,436.6672,0.23443223443223443,0.046875
replay,9,0.35,0.25,c09_replay_400_0016,0.7687251984126984,1.4319196428571428,90,670.2675999999999,484.8007999999999,696.2679999999998,619.8671999999999,484.8007999999999,696.2679999999998,705.2012000000001,429.99999999999994,942.7323999999998,551.2003999999998,0.2490842490842491,0.07352941176470588
replay,9,0.35,0.5,c09_replay_400_0016,0.7687251984126984,1.4319196428571428,90,876.6012,569.0008000000001,635.7343999999999,825.6676,544.0008000000001,635.7343999999999,915.2680000000001,498.99999999999994,898.7987999999998,728.4680000000001,0.2490842490842491,0.10294117647058823
replay,9,0.35,1.0,c09_replay_400_0016,0.7687251984126984,1.4319196428571428,90,1107.002,797.0004000000004,797.0004000000004,1057.1352,797.0004000000004,797.0004000000004,1117.868,738.3340000000002,738.3340000000002,989.6684,0.2490842490842491,0.08823529411764706
replay,9,0.35,0.0,c09_replay_400_0017,1.0163483796296295,1.9184027777777777,94,1176.8004,1144.2003999999997,1176.8004,1176.8004,1144.2003999999997,1176.8004,1381.0664,1127.0,1381.0664,1169.8004,0.24363636363636362,0.014925373134328358
replay,9,0.35,0.25,c09_replay_400_0017,1.0163483796296295,1.9184027777777777,94,2520.8332,1916.6332,2505.634,2520.8332,1916.6332,2505.634,3361.1327999999994,1739.5,2301.9,2478.3332,0.2509090909090909,0.10144927536231885
replay,9,0.35,0.5,c09_replay_400_0017,1.0163483796296295,1.9184027777777777,94,2822.6664,2769.0,2780.8672,2822.6664,2769.0,2780.8672,4225.599999999999,2436.3668,2792.6336,2792.6664,0.2509090909090909,0.028985507246376812
replay,9,0.35,1.0,c09_replay_400_0017,1.0163483796296295,1.9184027777777777,94,3165.6664,3043.8672,3043.8672,3165.6664,3043.8672,3043.8672,4574.0664,3004.8668,3004.8668,3079.4,0.25,0.057971014492753624
replay,9,0.35,0.0,c09_replay_400_0018,0.5477430555555556,1.322265625,28,57.33279999999996,34.06599999999992,57.33279999999996,52.93239999999997,29.99959999999993,52.93239999999997,47.59999999999991,10.0,47.59999999999991,59.33279999999996,0.24074074074074073,0.019230769230769232
replay,9,0.35,0.25,c09_replay_400_0018,0.5477430555555556,1.322265625,28,278.466,260.79920000000004,266.79920000000004,256.66560000000004,259.0656,254.26560000000003,389.50059999999996,217.99999999999997,299.53319999999997,280.466,0.24074074074074073,0.019230769230769232
replay,9,0.35,0.5,c09_replay_400_0018,0.5477430555555556,1.322265625,28,452.99960000000004,411.9328,441.532,425.8652000000001,405.33240000000006,421.19880000000006,565.6339999999999,384.0,387.6,443.3996000000001,0.25229357798165136,0.01818181818181818
replay,9,0.35,1.0,c09_replay_400_0018,0.5477430555555556,1.322265625,28,439.00000000000006,404.0660000000001,404.0660000000001,387.7988,393.3320000000001,393.3320000000001,1253.3672,356.0,356.0,414.3324000000001,0.25229357798165136,0.05454545454545454
replay,9,0.35,0.0,c09_replay_400_0019,0.9266607877718989,1.7989417989417988,73,399.79960000000005,375.8664000000001,399.79960000000005,399.79960000000005,373.8664000000001,399.79960000000005,680.2668,357.0,680.2668,394.1328000000001,0.24161073825503357,0.09722222222222222
replay,9,0.35,0.25,c09_replay_400_0019,0.9266607877718989,1.7989417989417988,73,937.1992000000001,923.4664000000001,958.2664000000001,915.4664000000001,870.9328000000002,912.1328000000001,1082.4668,846.0,1402.2664,934.9328000000002,0.22895622895622897,0.029411764705882353
replay,9,0.35,0.5,c09_replay_400_0019,0.9266607877718989,1.7989417989417988,73,1106.5320000000002,1026.9320000000002,1080.5992,1032.7992000000002,1017.0656000000001,1049.9992,1299.7995999999998,938.0,979.0664,1036.6656000000003,0.2356902356902357,0.04285714285714286
replay,9,0.35,1.0,c09_replay_400_0019,0.9266607877718989,1.7989417989417988,73,969.8648000000002,964.9320000000001,964.9320000000001,944.6656000000002,941.3320000000001,941.3320000000001,983.5992,872.5328,872.5328,969.8648000000002,0.23232323232323232,0.014492753623188406
replay,9,0.35,0.0,c09_replay_400_0020,0.8653259363969946,1.9430063657460321,48,563.0668000000001,545.2668000000001,563.0668000000001,544.3332,544.3332,544.3332,826.1664000000001,510.00000000000006,826.1664000000001,563.0668000000001,0.22545454545454546,0.0
replay,9,0.35,0.25,c09_replay_400_0020,0.8653259363969946,1.9430063657460321,48,626.2,588.4668000000001,595.2668000000001,622.4664000000001,588.4668000000001,595.2668000000001,855.8000000000002,517.0000000000001,632.6000000000001,624.2,0.23272727272727273,0.015625
replay,9,0.35,0.5,c09_replay_400_0020,0.8653259363969946,1.9430063657460321,48,759.3332,692.2664000000001,703.7996,755.5996000000001,692.2664000000001,702.7332000000001,1063.6664,617.0000000000001,787.3996000000001,735.3332,0.23272727272727273,0.046875
replay,9,0.35,1.0,c09_replay_400_0020,0.8653259363969946,1.9430063657460321,48,443.32879999999994,378.2624,378.2624,443.32879999999994,378.2624,378.2624,660.63,347.72960000000006,347.72960000000006,378.2624,0.23636363636363636,0.07692307692307693
replay,9,0.35,0.0,c09_replay_400_0021,1.8401583048011068,3.850084537024391,160,484.73319999999995,104.39999999999999,484.73319999999995,422.9,104.39999999999999,422.9,965.534,89.99999999999999,965.534,207.73319999999995,0.22955145118733508,0.11494252873563218
replay,9,0.35,0.25,c09_replay_400_0021,1.8401583048011068,3.850084537024391,160,1144.1996,214.4,678.3996000000001,502.26640000000003,214.4,579.0664,1314.4679999999998,178.4,1130.1996000000001,525.9328,0.24274406332453827,0.11956521739130435
replay,9,0.35,0.5,c09_replay_400_0021,1.8401583048011068,3.850084537024391,160,1531.9328,198.4,1503.9328,502.26640000000003,198.4,583.4664,2014.4015999999997,178.4,1305.1344,836.1328,0.24274406332453827,0.15217391304347827
replay,9,0.35,1.0,c09_replay_400_0021,1.8401583048011068,3.850084537024391,160,3665.3332,959.0664,959.0664,1063.8663999999999,959.0664,959.0664,4723.004399999999,942.3332000000001,942.3332000000001,3645.3332,0.25065963060686014,0.042105263157894736
replay,9,0.35,0.0,c09_replay_400_0022,1.0262844855033635,3.9087314445948147,82,3552.1024000000007,2977.8136,3552.1024000000007,3325.1048,2977.8136,3325.1048,2778.4932,2298.4258,2778.4932,3221.8916000000004,0.24822695035460993,0.08571428571428572
replay,9,0.35,0.25,c09_replay_400_0022,1.0262844855033635,3.9087314445948147,82,4971.5024,4485.896800000001,4847.9408,4654.542,4478.214000000001,4605.8748000000005,2913.0305999999996,2508.4119,3095.1629,4542.497200000001,0.24468085106382978,0.08695652173913043
replay,9,0.35,0.5,c09_replay_400_0022,1.0262844855033635,3.9087314445948147,82,5401.028,4830.678400000001,5084.337600000001,5022.7384,4779.1456,4998.338000000001,2941.2304,2576.2472,2844.3307000000004,4914.924400000001,0.24468085106382978,0.043478260869565216
replay,9,0.35,1.0,c09_replay_400_0022,1.0262844855033635,3.9087314445948147,82,6576.6172,5638.078400000001,5638.078400000001,5634.279200000001,5594.412400000001,5594.412400000001,3742.6481,2717.3657,2717.3657,5638.695200000001,0.24822695035460993,0.08571428571428572
replay,9,0.35,0.0,c09_replay_400_0023,1.1130642361111112,2.2046875,105,913.0,143.0,913.0,913.0,89.19999999999999,913.0,2067.1331999999998,82.0,2067.1331999999998,501.4668,0.24722222222222223,0.1348314606741573
replay,9,0.35,0.25,c09_replay_400_0023,1.1130642361111112,2.2046875,105,1074.2,399.0,850.6664000000001,1074.2,399.0,850.6664000000001,1631.1999999999998,375.8,986.3332,746.4000000000001,0.2479108635097493,0.0898876404494382
replay,9,0.35,0.5,c09_replay_400_0023,1.1130642361111112,2.2046875,105,1220.2,483.2,625.9331999999999,1190.0,483.2,625.9331999999999,1497.1336000000001,443.0,627.7332,899.4000000000001,0.2479108635097493,0.10112359550561797
replay,9,0.35,1.0,c09_replay_400_0023,1.1130642361111112,2.2046875,105,1723.6,871.8,871.8,1643.3999999999999,871.8,871.8,1927.4,820.5999999999999,820.5999999999999,1457.8,0.2479108635097493,0.11235955056179775
replay,12,0.25,0.0,c12_replay_400_0000,2.530127293041377,6.975945530419503,223,1164.6757999999998,885.2363999999999,1164.6757999999998,1164.6757999999998,802.314,1164.6757999999998,2586.5584,776.0,2586.5584,967.8198,0.2356687898089172,0.10810810810810811
replay,12,0.25,0.25,c12_replay_400_0000,2.530127293041377,6.975945530419503,223,1813.1605999999997,1261.8677999999998,1708.3651999999997,1813.1605999999997,1196.2538,1708.3651999999997,4019.8488,978.095,2297.0917,1473.2776,0.23248407643312102,0.1643835616438356
replay,12,0.25,0.5,c12_replay_400_0000,2.530127293041377,6.975945530419503,223,1791.9101999999998,1402.802,1699.7430999999997,1791.9101999999998,1342.0837999999999,1699.7430999999997,4958.6626,1116.9531999999997,2281.4468999999995,1642.8991999999994,0.23248407643312102,0.1506849315068493
replay,12,0.25,1.0,c12_replay_400_0000,2.530127293041377,6.975945530419503,223,2397.1649999999995,2164.0948,2164.0948,2397.1649999999995,2164.0948,2164.0948,6905.5388,1972.2465999999995,1972.2465999999995,2291.8126000000007,0.2507936507936508,0.10126582278481013
replay,12,0.25,0.0,c12_replay_400_0001,3.5166931398807995,6.632164060663061,215,4837.485200000001,4139.732200000001,4837.485200000001,4837.485200000001,3920.916199999999,4837.485200000001,4253.6366,2703.4739999999997,4253.6366,4395.006200000001,0.24923076923076923,0.14814814814814814
replay,12,0.25,0.25,c12_replay_400_0001,3.5166931398807995,6.632164060663061,215,5096.349999999999,4570.919100000001,4979.262,5096.349999999999,4570.919100000001,4979.262,5212.1143999999995,3130.5407999999998,4183.2404,4678.193799999999,0.25153374233128833,0.10975609756097561
replay,12,0.25,0.5,c12_replay_400_0001,3.5166931398807995,6.632164060663061,215,5424.0646,4499.077399999999,5335.3734,5424.0646,4499.077399999999,5335.3734,5807.4242,3303.3218000000006,4875.206800000001,4630.626199999999,0.25153374233128833,0.18292682926829268
replay,12,0.25,1.0,c12_replay_400_0001,3.5166931398807995,6.632164060663061,215,4939.9056,4338.8315999999995,4338.8315999999995,4939.9056,4338.8315999999995,4338.8315999999995,6004.010400000002,3302.231799999999,3302.231799999999,4151.698899999999,0.25153374233128833,0.12195121951219512
replay,12,0.25,0.0,c12_replay_400_0002,2.586857518115942,3.866975,209,5712.821199999999,4553.3992,5712.821199999999,5712.821199999999,4553.3992,5712.821199999999,5635.9988,3928.3248000000003,5635.9988,5224.1752,0.25,0.1643835616438356
replay,12,0.25,0.25,c12_replay_400_0002,2.586857518115942,3.866975,209,5610.606599999999,4000.1732,5177.2258,5586.5574,4000.1732,5177.2258,5057.6276,3391.5240000000003,4621.7856,4769.6612000000005,0.2465753424657534,0.19444444444444445
replay,12,0.25,0.5,c12_replay_400_0002,2.586857518115942,3.866975,209,5372.347,3982.4272,4739.7432,5133.235600000001,3982.4272,4739.7432,5260.657000000001,3532.0058,4116.605600000001,4708.838000000002,0.25,0.1643835616438356
replay,12,0.25,1.0,c12_replay_400_0002,2.586857518115942,3.866975,209,4399.3476,3912.6044000000006,3912.6044000000006,4358.9268,3912.6044000000006,3912.6044000000006,4761.3532,3284.2276,3284.2276,4214.518800000001,0.25,0.0684931506849315
replay,12,0.25,0.0,c12_replay_400_0003,2.7968929057947594,5.8139257760352985,192,1951.0754,1449.2154000000003,1951.0754,1951.0754,1449.2154000000003,1951.0754,2642.4144,1283.4487999999997,2642.4144,1766.4502,0.2415902140672783,0.12658227848101267
replay,12,0.25,0.25,c12_replay_400_0003,2.7968929057947594,5.8139257760352985,192,1551.7232000000004,1355.4534,1645.2798000000003,1551.7232000000004,1355.4534,1645.2798000000003,2090.8564,1288.9774000000002,2250.3534,1536.6072,0.2324159021406728,0.02631578947368421
replay,12,0.25,0.5,c12_replay_400_0003,2.7968929057947594,5.8139257760352985,192,1576.062,1315.563,1621.8418,1576.062,1315.563,1621.8418,2044.8779999999997,1278.0188,2331.3046,1564.946,0.2324159021406728,0.02631578947368421
replay,12,0.25,1.0,c12_replay_400_0003,2.7968929057947594,5.8139257760352985,192,1747.5212000000006,1655.2538,1655.2538,1697.763,1623.8690000000001,1623.8690000000001,1932.4452000000003,1474.2540000000004,1474.2540000000004,1747.5212000000006,0.23853211009174313,0.0
replay,12,0.25,0.0,c12_replay_400_0004,2.2018745923913046,4.140625,169,464.7422,233.33459999999997,464.7422,337.4246,233.33459999999997,337.4246,800.3918,225.9334,800.3918,383.7422,0.2443820224719101,0.06896551724137931
replay,12,0.25,0.25,c12_replay_400_0004,2.2018745923913046,4.140625,169,1295.9646,579.9646,1202.9646,819.9646,579.9646,803.9646,1854.4173999999998,535.9334,1275.2721999999999,957.9646,0.24719101123595505,0.11363636363636363
replay,12,0.25,0.5,c12_replay_400_0004,2.2018745923913046,4.140625,169,1618.8902,896.9646,1079.6834,1105.8902,896.9646,1079.6834,2192.4174,882.9334,1419.1734,1521.8902,0.24719101123595505,0.10227272727272728
replay,12,0.25,1.0,c12_replay_400_0004,2.2018745923913046,4.140625,169,3536.6592,2481.7336,2481.7336,2642.616,2481.7336,2481.7336,4116.533600000001,2445.9336000000003,2445.9336000000003,3379.6592,0.24719101123595505,0.11363636363636363
replay,12,0.25,0.0,c12_replay_400_0005,2.4922178266608994,4.887555022008803,195,3925.5992000000006,3312.8312000000005,3925.5992000000006,3925.5992000000006,3255.306,3925.5992000000006,3440.463600000001,2833.5684,3440.463600000001,3697.366,0.23283582089552238,0.08974358974358974
replay,12,0.25,0.25,c12_replay_400_0005,2.4922178266608994,4.887555022008803,195,4439.681799999999,3829.6409999999996,4249.642,4413.2818,3829.6409999999996,4249.642,4305.0064,3203.7648,4377.217200000002,4274.763599999999,0.22686567164179106,0.14473684210526316
replay,12,0.25,0.5,c12_replay_400_0005,2.4922178266608994,4.887555022008803,195,4031.8909999999996,3526.9076,3923.7716,4031.8909999999996,3140.9835999999996,3923.7716,4394.844400000001,2856.7946,3839.4967999999994,3804.7634000000003,0.22686567164179106,0.14473684210526316
replay,12,0.25,1.0,c12_replay_400_0005,2.4922178266608994,4.887555022008803,195,3909.1603999999998,3312.1056,3312.1056,3909.1603999999998,3312.1056,3312.1056,4912.095200000001,2791.5773999999997,2791.5773999999997,3699.7304,0.2208955223880597,0.16216216216216217
replay,12,0.25,0.0,c12_replay_400_0006,2.3201616031530885,4.886097057742856,177,3647.296999999999,2941.8614000000002,3647.296999999999,3402.9651999999996,2897.2386000000006,3402.9651999999996,3847.635200000001,2684.6073999999994,3847.635200000001,3076.688199999999,0.23809523809523808,0.18571428571428572
replay,12,0.25,0.25,c12_replay_400_0006,2.3201616031530885,4.886097057742856,177,4411.0022,3729.8284000000003,4205.500999999999,4341.464800000002,3681.8988000000004,4205.500999999999,4604.9044,3200.3452,4113.6784,3856.5774000000006,0.23809523809523808,0.17142857142857143
replay,12,0.25,0.5,c12_replay_400_0006,2.3201616031530885,4.886097057742856,177,4680.273999999999,3830.2812000000004,4375.526000000001,4680.273999999999,3791.750400000001,4106.202400000001,4834.4888,3095.3367999999996,3755.5628000000006,3991.426,0.23809523809523808,0.14285714285714285
replay,12,0.25,1.0,c12_replay_400_0006,2.3201616031530885,4.886097057742856,177,3715.7796,3364.4796000000006,3364.4796000000006,3715.7796,3053.2772000000014,3053.2772000000014,4288.3884,2517.8212,2517.8212,3364.218,0.23972602739726026,0.14285714285714285
replay,12,0.25,0.0,c12_replay_400_0007,2.918723171331867,4.802306306306306,145,4656.586,4495.961400000001,4656.586,4656.586,4374.3164000000015,4656.586,5151.5092,4018.2184000000007,5151.5092,4569.052000000001,0.23511904761904762,0.10126582278481013
replay,12,0.25,0.25,c12_replay_400_0007,2.918723171331867,4.802306306306306,145,4538.4264,4278.921600000001,4993.0848000000005,4538.4264,4159.631600000001,4993.0848000000005,5056.3432,3769.0226,7239.687800000001,4438.8924,0.23809523809523808,0.125
replay,12,0.25,0.5,c12_replay_400_0007,2.918723171331867,4.802306306306306,145,4062.0756000000006,3974.4452000000006,4257.314000000001,4062.0756000000006,3855.1552000000006,4151.454200000001,3980.1464000000005,3398.6588000000006,4376.4192,4043.9028000000003,0.23809523809523808,0.075
replay,12,0.25,1.0,c12_replay_400_0007,2.918723171331867,4.802306306306306,145,2856.8488,2863.3124,2863.3124,2856.8488,2782.1798,2782.1798,2675.894800000001,2257.5042000000003,2257.5042000000003,2798.2936,0.23809523809523808,0.125
replay,12,0.25,0.0,c12_replay_400_0008,2.2718508743457466,3.6960666654900782,207,3928.3531999999987,3103.8572000000004,3928.3531999999987,3928.3531999999987,3103.8572000000004,3928.3531999999987,3971.9083999999993,2283.0932000000003,3781.7088000000003,3600.529199999999,0.23809523809523808,0.18666666666666668
replay,12,0.25,0.25,c12_replay_400_0008,2.2718508743457466,3.6960666654900782,207,2722.9442,2202.629,3511.1058,2722.9442,2202.629,3083.7209999999995,3109.4739999999997,1707.4547999999998,3232.175,2552.8454,0.24126984126984127,0.13157894736842105
replay,12,0.25,0.5,c12_replay_400_0008,2.2718508743457466,3.6960666654900782,207,2692.4341999999997,1965.6614000000002,3052.2009999999996,2682.3094,1795.2062,2801.3345999999997,3083.2142,1410.8952,2519.403,2309.941,0.24444444444444444,0.18181818181818182
replay,12,0.25,1.0,c12_replay_400_0008,2.2718508743457466,3.6960666654900782,207,3753.7463999999995,2593.1088,2593.1088,3449.2087999999994,2593.1088,2593.1088,3793.6776,1734.6468,1727.872,2529.9028,0.24126984126984127,0.25
replay,12,0.25,0.0,c12_replay_400_0009,1.7902963601167918,2.4398959001540796,174,2556.4261999999994,2309.9448,2556.4261999999994,2556.4261999999994,2224.1048000000005,2556.4261999999994,2409.022,1791.6480000000001,2409.022,2419.0034000000005,0.24834437086092714,0.12
replay,12,0.25,0.25,c12_replay_400_0009,1.7902963601167918,2.4398959001540796,174,2719.6067999999996,2370.3532,2733.8084,2719.6067999999996,2314.9004,2638.4,2267.7722,1892.5761999999995,2353.3482,2538.6627999999996,0.24503311258278146,0.10810810810810811
replay,12,0.25,0.5,c12_replay_400_0009,1.7902963601167918,2.4398959001540796,174,2724.7507999999993,2427.3531999999996,2631.2431999999994,2724.7507999999993,2316.8504,2631.2431999999994,2432.5846,1773.0591999999997,2221.2739999999994,2579.0771999999997,0.24834437086092714,0.12
replay,12,0.25,1.0,c12_replay_400_0009,1.7902963601167918,2.4398959001540796,174,1818.8867999999998,1868.5911999999998,1868.5911999999998,1818.8867999999998,1688.3151999999995,1688.3151999999995,1974.1912000000002,1185.8881999999996,1185.8881999999996,1791.635,0.24834437086092714,0.05333333333333334
replay,12,0.25,0.0,c12_replay_400_0010,2.5449219731968786,5.109292689194398,155,2132.4256,1712.8974000000003,2132.4256,2132.4256,1712.8974000000003,2132.4256,3325.4929999999995,1607.5888,3325.4929999999995,2091.1643999999997,0.25,0.05194805194805195
replay,12,0.25,0.25,c12_replay_400_0010,2.5449219731968786,5.109292689194398,155,1518.2348,1458.8096,1525.0803999999998,1518.2348,1434.3908,1525.0803999999998,2291.7111999999997,1296.9296,1508.6417999999999,1479.0559999999996,0.2435064935064935,0.04
replay,12,0.25,0.5,c12_replay_400_0010,2.5449219731968786,5.109292689194398,155,1675.9643999999996,1617.7559999999999,1869.6488,1675.9643999999996,1565.9448,1869.6488,2412.0292,1462.6592,2135.0794,1636.7855999999997,0.2435064935064935,0.04
replay,12,0.25,1.0,c12_replay_400_0010,2.5449219731968786,5.109292689194398,155,1161.5683999999999,1220.4165999999998,1220.4165999999998,1161.5683999999999,1152.5607999999997,1152.5607999999997,2316.3222,990.028,990.028,1180.4589999999998,0.24025974025974026,0.02702702702702703
replay,12,0.25,0.0,c12_replay_400_0011,2.6853326992753623,8.973533333333334,150,4127.041200000001,3269.2574000000004,4127.041200000001,4127.041200000001,3254.0669000000003,4127.041200000001,4739.966399999999,2868.4708000000005,4739.966399999999,3817.286400000001,0.2398753894080997,0.12987012987012986
replay,12,0.25,0.25,c12_replay_400_0011,2.6853326992753623,8.973533333333334,150,3315.1416000000004,3199.4436000000005,3310.2968000000005,3315.1416000000004,3199.4436000000005,3310.2968000000005,3966.9896000000012,2839.1716000000006,4404.2104,3293.6816000000003,0.2336448598130841,0.05333333333333334
replay,12,0.25,0.5,c12_replay_400_0011,2.6853326992753623,8.973533333333334,150,3135.7456,3082.9216,3204.7704000000003,3135.7456,3082.9216,3204.7704000000003,3898.397200000001,2735.4002000000005,3740.0220000000004,3122.3636,0.2336448598130841,0.10666666666666667
replay,12,0.25,1.0,c12_replay_400_0011,2.6853326992753623,8.973533333333334,150,3136.3386,2961.215,2961.215,3136.3386,2961.215,2961.215,3249.1974,2543.3253999999997,2543.3253999999997,3065.4662000000003,0.2336448598130841,0.09333333333333334
replay,12,0.25,0.0,c12_replay_400_0012,2.6933581281010017,5.408470771292925,203,3843.0026,3103.3398,3843.0026,3843.0026,3103.3398,3843.0026,3156.2534,2237.1544,3156.2534,3500.8856000000005,0.23270440251572327,0.16216216216216217
replay,12,0.25,0.25,c12_replay_400_0012,2.6933581281010017,5.408470771292925,203,3497.7822000000006,3034.512,3617.5972000000006,3497.7822000000006,3034.512,3617.5972000000006,2842.4494,2024.7454,2775.4138000000003,3332.9598,0.2358490566037736,0.10666666666666667
replay,12,0.25,0.5,c12_replay_400_0012,2.6933581281010017,5.408470771292925,203,3652.4864000000002,3250.6414,3658.111600000001,3652.4864000000002,3250.6414,3658.111600000001,2959.8484000000008,2162.0032,2794.1902,3501.7527999999998,0.2358490566037736,0.09333333333333334
replay,12,0.25,1.0,c12_replay_400_0012,2.6933581281010017,5.408470771292925,203,2933.8874000000005,2621.9956,2621.9956,2933.8874000000005,2621.9956,2621.9956,3213.6000000000004,1682.9191999999998,1682.9191999999998,2704.8618,0.22955974842767296,0.1232876712328767
replay,12,0.25,0.0,c12_replay_400_0013,3.3297467499420126,5.750011399240485,157,2775.094,2411.932,2775.094,2775.094,2273.8577999999998,2775.094,2252.4142,1109.2640000000001,2252.4142,2579.4840000000004,0.2358490566037736,0.12
replay,12,0.25,0.25,c12_replay_400_0013,3.3297467499420126,5.750011399240485,157,2999.6743999999994,2427.8399999999997,3072.5878,2999.6743999999994,2270.7650000000003,3072.5878,2039.2764,1189.5582,2391.2016,2697.384,0.25157232704402516,0.1125
replay,12,0.25,0.5,c12_replay_400_0013,3.3297467499420126,5.750011399240485,157,2926.6923999999995,2379.8176,2952.8367999999996,2926.6923999999995,2231.9046,2952.8367999999996,2244.6548,1165.7754,2309.1515999999997,2676.4112,0.25157232704402516,0.15
replay,12,0.25,1.0,c12_replay_400_0013,3.3297467499420126,5.750011399240485,157,3313.2157999999995,3069.9522,3069.9522,3313.2157999999995,2955.8218,2955.8218,3572.0182,1454.894,1454.894,3249.7410000000004,0.24528301886792453,0.07692307692307693
replay,12,0.25,0.0,c12_replay_400_0014,2.3888548158390313,7.023114118817088,224,1879.2386,1474.2040000000002,1879.2386,1879.2386,1318.9832000000001,1879.2386,1642.3219999999997,819.9531999999999,1642.3219999999997,1724.3922,0.24836601307189543,0.15789473684210525
replay,12,0.25,0.25,c12_replay_400_0014,2.3888548158390313,7.023114118817088,224,2063.8682,1603.4424000000004,2133.0504,2063.8682,1571.5543999999998,2133.0504,1680.1011999999996,841.0955999999999,1675.8815999999997,1827.6271999999997,0.24836601307189543,0.14473684210526316
replay,12,0.25,0.5,c12_replay_400_0014,2.3888548158390313,7.023114118817088,224,2035.1269999999997,1708.7975999999999,2031.6039999999998,2035.1269999999997,1708.7975999999999,2031.6039999999998,2193.9887999999996,830.8532,1647.1566000000003,1853.144,0.24836601307189543,0.10526315789473684
replay,12,0.25,1.0,c12_replay_400_0014,2.3888548158390313,7.023114118817088,224,1461.2500000000002,1290.6680000000003,1290.6680000000003,1461.2500000000002,1214.9871999999996,1214.9871999999996,1166.4352,696.3268,696.3268,1318.9712,0.22549019607843138,0.057971014492753624
replay,12,0.25,0.0,c12_replay_400_0015,2.1907256857684554,4.004596505239454,188,2123.4788,1782.6024000000002,2123.4788,2123.4788,1679.4452,2123.4788,1752.6585999999998,1020.1888,1752.6585999999998,1984.1907999999999,0.23548387096774193,0.0958904109589041
replay,12,0.25,0.25,c12_replay_400_0015,2.1907256857684554,4.004596505239454,188,2078.0296,1708.1871999999998,1972.0288,2078.0296,1562.9068000000002,1972.0288,1685.7910000000004,1003.5936000000002,1801.5622,1836.3056,0.23548387096774193,0.1095890410958904
replay,12,0.25,0.5,c12_replay_400_0015,2.1907256857684554,4.004596505239454,188,2029.3927999999996,1718.6332,1807.07,2029.3927999999996,1583.5724,1807.07,1654.2318000000002,975.3696,1815.8126000000002,1903.7775999999997,0.23548387096774193,0.0821917808219178
replay,12,0.25,1.0,c12_replay_400_0015,2.1907256857684554,4.004596505239454,188,1670.7024000000004,1519.3960000000004,1519.3960000000004,1670.7024000000004,1375.1191999999999,1375.1191999999999,1596.5185999999999,821.5429999999999,821.5429999999999,1586.3312000000003,0.23870967741935484,0.06756756756756757
