cell,tag,campus,u,beta,rho,eps,seed,inst_id,rule,rule_sup,m0_alone,m0_sup,oracle,rule_sup_revfrac,rule_sup_orr,m0_sup_revfrac,m0_sup_orr
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0024,2138.638000,1618.044400,2023.259600,1465.928400,1383.825600,0.248263,0.068702,0.245259,0.064433
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3270.484000,2307.218400,1955.086800,0.250422,0.112360,0.250281,0.083146
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2399.553600,1995.506000,1884.976800,0.240872,0.090465,0.243514,0.072639
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1826.278800,1519.484800,1443.802000,0.245092,0.056848,0.243209,0.041558
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1574.889200,1298.937200,1218.803200,0.249207,0.055980,0.248258,0.035714
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,305,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1701.967200,1233.419200,1117.632800,0.240710,0.073733,0.240997,0.055172
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1378.818000,1212.014800,1173.754800,0.249253,0.067146,0.247909,0.050602
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1463.007600,1296.283200,1302.063600,0.249494,0.062162,0.247984,0.032520
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0022,973.188800,950.078000,988.530800,916.872000,902.748000,0.250501,0.024000,0.250165,0.021164
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0023,3998.716800,2724.678400,2956.194800,2505.600800,2221.794800,0.243673,0.144928,0.245604,0.085919
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1715.639200,1393.035200,1383.825600,0.248263,0.068702,0.244289,0.051948
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0025,3867.258000,2592.105200,2887.050000,2272.583200,1955.086800,0.250422,0.112360,0.246214,0.066059
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2615.848800,1943.556400,1884.976800,0.240872,0.090465,0.239953,0.068966
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1639.663200,1399.325600,1443.802000,0.245092,0.056848,0.244949,0.033505
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1433.068000,1310.034800,1218.803200,0.249207,0.055980,0.244149,0.025907
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,306,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1653.275200,1139.644800,1117.632800,0.240710,0.073733,0.242928,0.057078
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1405.412400,1219.440800,1173.754800,0.249253,0.067146,0.247466,0.048193
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1442.129600,1307.724400,1302.063600,0.249494,0.062162,0.246972,0.024523
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0022,973.188800,950.078000,980.089200,914.653200,902.748000,0.250501,0.024000,0.250497,0.015873
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3127.102400,2528.428800,2221.794800,0.243673,0.144928,0.248680,0.087264
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1877.842400,1436.986000,1383.825600,0.248263,0.068702,0.246679,0.043590
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3130.369200,2313.988800,1955.086800,0.250422,0.112360,0.247336,0.072562
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2273.704800,2026.665600,1884.976800,0.240872,0.090465,0.242764,0.048662
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1548.794000,1399.245600,1443.802000,0.245092,0.056848,0.245104,0.028351
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1461.410800,1280.309600,1218.803200,0.249207,0.055980,0.245259,0.023196
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,307,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1770.883600,1272.055200,1117.632800,0.240710,0.073733,0.244346,0.045147
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1639.697200,1381.236800,1173.754800,0.249253,0.067146,0.244789,0.080292
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1428.677600,1317.618400,1302.063600,0.249494,0.062162,0.248151,0.032520
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0022,973.188800,950.078000,1001.493600,936.017600,902.748000,0.250501,0.024000,0.248845,0.021220
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3315.988800,2608.238800,2221.794800,0.243673,0.144928,0.241520,0.116223
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1797.109600,1420.439200,1383.825600,0.248263,0.068702,0.246883,0.037879
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3114.267600,2154.556000,1955.086800,0.250422,0.112360,0.250000,0.069663
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2398.135200,2007.906400,1884.976800,0.240872,0.090465,0.241907,0.065693
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1575.358800,1467.142800,1443.802000,0.245092,0.056848,0.247312,0.035806
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1444.668400,1262.859200,1218.803200,0.249207,0.055980,0.247799,0.035533
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,308,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1847.352000,1272.470400,1117.632800,0.240710,0.073733,0.245604,0.051454
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1345.012800,1226.150400,1173.754800,0.249253,0.067146,0.248655,0.060096
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1446.338800,1296.686000,1302.063600,0.249494,0.062162,0.247305,0.027248
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0022,973.188800,950.078000,1012.052400,978.429600,902.748000,0.250501,0.024000,0.250000,0.013228
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3200.715600,2591.266800,2221.794800,0.243673,0.144928,0.249707,0.089202
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1903.657200,1432.886800,1383.825600,0.248263,0.068702,0.250158,0.053165
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3131.459200,2178.201600,1955.086800,0.250422,0.112360,0.250421,0.069507
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2198.289600,1915.976000,1884.976800,0.240872,0.090465,0.240283,0.046569
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1688.193600,1474.355200,1443.802000,0.245092,0.056848,0.249683,0.030457
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1452.227600,1285.601600,1218.803200,0.249207,0.055980,0.248096,0.030691
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,309,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1756.931600,1242.185600,1117.632800,0.240710,0.073733,0.249861,0.039911
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0020,1496.278800,1388.594000,1412.532000,1305.704000,1173.754800,0.249253,0.067146,0.247312,0.060386
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0021,1480.727600,1389.310800,1600.832800,1290.170400,1302.063600,0.249494,0.062162,0.247811,0.040761
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0022,973.188800,950.078000,970.684000,912.905200,902.748000,0.250501,0.024000,0.250497,0.031746
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0023,3998.716800,2724.678400,3135.030000,2398.298400,2221.794800,0.243673,0.144928,0.239437,0.098039
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0024,2138.638000,1618.044400,1899.617200,1403.646800,1383.825600,0.248263,0.068702,0.242731,0.054688
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0025,3867.258000,2592.105200,3167.200400,2229.602400,1955.086800,0.250422,0.112360,0.246622,0.075342
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0026,3123.791600,2043.364400,2345.663200,1963.498800,1884.976800,0.240872,0.090465,0.242764,0.060827
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0027,1923.480400,1595.092400,1642.795200,1400.604800,1443.802000,0.245092,0.056848,0.243841,0.038860
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0028,1599.898800,1469.293600,1535.820400,1289.910400,1218.803200,0.249207,0.055980,0.247625,0.038363
c9_storm2_u100_b0.25_r0.25_eps0.00,C,9,100,0.25,0.25,0.0,310,c09_storm2_w80_u100_0029,2274.121200,1259.008800,1686.936800,1248.812000,1117.632800,0.240710,0.073733,0.239335,0.050926
