family,campus,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,m0_sup,rule_sup,oracle,m0_final_r,m0_final_orr
F-LIN,9,90,1.0,0.25,303,c09_storm2_w80_u90_0028,1983,690.128800,690.093600,690.093600,697.124000,722.773600,0.1873,0.0034
F-LIN,9,90,1.0,0.25,303,c09_storm2_w80_u90_0029,1983,2250.680400,2202.992800,2202.992800,2259.718000,2285.183600,0.1873,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0020,1983,1141.454000,1072.761200,1073.781600,1103.657600,1114.280000,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0021,1983,1207.462800,1207.877200,1207.877200,1207.462800,1216.278800,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0022,1983,1082.287600,1082.064000,1082.064000,1082.718000,1095.735600,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0023,1983,905.724000,891.128000,891.128000,905.724000,895.960000,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0024,1983,1159.384400,1086.159200,1085.504000,1162.269200,1086.038800,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0025,1983,1201.599600,1205.432400,1205.432400,1201.599600,1166.440400,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0026,1983,803.128800,797.699200,797.699200,803.128800,820.694800,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0027,1983,416.175600,394.971200,395.046800,416.175600,384.948000,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0028,1983,690.128800,696.416000,696.416000,697.124000,722.773600,0.0677,0.0034
F-LIN,9,90,1.0,0.25,304,c09_storm2_w80_u90_0029,1983,2250.680400,2191.054000,2205.791200,2259.718000,2285.183600,0.0677,0.0034
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0020,1983,1141.454000,1067.472400,1084.971600,1103.657600,1114.280000,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0021,1983,1207.462800,1207.462800,1207.462800,1207.462800,1216.278800,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0022,1983,1082.287600,1080.753600,1080.753600,1082.718000,1095.735600,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0023,1983,905.724000,899.941600,899.941600,905.724000,895.960000,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0024,1983,1159.384400,1095.908400,1096.353600,1162.269200,1086.038800,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0025,1983,1201.599600,1202.490800,1202.490800,1201.599600,1166.440400,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0026,1983,803.128800,803.096800,803.096800,803.128800,820.694800,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0027,1983,416.175600,385.269600,385.269600,416.175600,384.948000,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0028,1983,690.128800,690.321600,690.321600,697.124000,722.773600,0.1212,0.0045
F-LIN,9,90,1.0,0.25,305,c09_storm2_w80_u90_0029,1983,2250.680400,2191.242400,2204.144800,2259.718000,2285.183600,0.1212,0.0045
